-0.0028551599	0.00
-0.0050984998	0.02
-0.0085654793	0.04
-0.0181506590	0.06
-0.0327323670	0.08
-0.0428273990	0.10
-0.0528204570	0.12
-0.0481298390	0.14
-0.0401761800	0.16
-0.0295712990	0.18
-0.0112167000	0.20
0.0050984998	0.22
0.0134600390	0.24
0.0160092890	0.26
0.0180486900	0.28
0.0198841490	0.30
0.0260023490	0.32
0.0337520670	0.34
0.0334461580	0.36
0.0256964400	0.38
0.0176408090	0.40
0.0045886498	0.42
-0.0086674497	0.44
-0.0193742990	0.46
-0.0233511290	0.48
-0.0309988790	0.50
-0.0282456900	0.52
-0.0231471900	0.54
-0.0177427790	0.56
-0.0123383700	0.58
-0.0128482200	0.60
-0.0131541290	0.62
-0.0081575997	0.64
-0.0026512198	0.66
0.0039768300	0.68
0.0066280498	0.70
0.0056083498	0.72
0.0050984998	0.74
0.0065260799	0.76
0.0128482200	0.78
0.0182526290	0.80
0.0247787080	0.82
0.0313047900	0.84
0.0303870580	0.86
0.0255944700	0.88
0.0220255200	0.90
0.0166211090	0.92
0.0195782400	0.94
0.0238609790	0.96
0.0287555400	0.98
0.0306929690	1.00
0.0199861200	1.02
0.0108088200	1.04
-0.0039768300	1.06
-0.0166211090	1.08
-0.0328343400	1.10
-0.0341599490	1.12
-0.0223314290	1.14
-0.0150915600	1.16
-0.0010197000	1.18
0.0011216700	1.20
-0.0054044100	1.22
-0.0102989700	1.24
-0.0128482200	1.26
-0.0145817100	1.28
-0.0131541290	1.30
-0.0106048790	1.32
-0.0072398697	1.34
-0.0018354599	1.36
0.0033650098	1.38
0.0086674497	1.40
0.0161112600	1.42
0.0243708290	1.44
0.0325284280	1.46
0.0347717670	1.48
0.0324264580	1.50
0.0217196080	1.52
0.0074438099	1.54
0.0009177299	1.56
-0.0015295499	1.58
-0.0047925896	1.60
-0.0076477497	1.62
-0.0123383700	1.64
-0.0159073200	1.66
-0.0118285200	1.68
-0.0057103197	1.70
-0.0006118200	1.72
-0.0003059100	1.74
-0.0003059100	1.76
0.0014275799	1.78
0.0046906197	1.80
0.0073418396	1.82
0.0087694201	1.84
0.0099930598	1.86
0.0126442790	1.88
0.0149895890	1.90
0.0175388400	1.92
0.0203939990	1.94
0.1631519900	1.96
0.1998611900	1.98
0.2457476900	2.00
0.2783780900	2.02
0.3099887900	2.04
0.3263039900	2.06
0.3734637390	2.08
0.2875553900	2.10
0.2365703900	2.12
-0.1223640000	2.14
-0.2416688900	2.16
-0.1672307900	2.18
-0.1906838900	2.20
-0.1121670000	2.22
-0.0767834100	2.24
-0.0176408090	2.26
0.0115226100	2.28
0.0543500070	2.30
0.0912631470	2.32
0.1213443000	2.34
0.1794671900	2.36
0.0587347160	2.38
-0.2681810900	2.40
-0.1580534900	2.42
-0.1764080900	2.44
-0.1029897000	2.46
-0.0590406300	2.48
0.0241668900	2.50
-0.0683198980	2.52
-0.2019005900	2.54
-0.1672307900	2.56
-0.1723292900	2.58
-0.1509155900	2.60
-0.1254231000	2.62
-0.1019700000	2.64
-0.0765794660	2.66
-0.0533303070	2.68
-0.0276338690	2.70
-0.0044866799	2.72
0.0191703590	2.74
-0.0096871497	2.76
-0.0441530080	2.78
-0.0854508600	2.80
-0.0969734650	2.82
-0.0730105160	2.84
-0.0610800290	2.86
-0.0340579800	2.88
-0.0110127600	2.90
0.0188644490	2.92
0.0428273990	2.94
0.0686258110	2.96
-0.0098910895	2.98
-0.0379328390	3.00
-0.0040787999	3.02
0.0011216700	3.04
0.0350776800	3.06
0.0576130480	3.08
0.0900395100	3.10
0.1152261000	3.12
0.1386792000	3.14
0.0223314290	3.16
0.0245747700	3.18
0.0696455110	3.20
0.0702573290	3.22
0.1346004000	3.24
0.1376595000	3.26
0.2080187900	3.28
-0.0949340650	3.30
-0.1335807000	3.32
-0.0705632340	3.34
-0.0556756170	3.36
0.0073418396	3.38
0.0688297480	3.40
-0.1091079000	3.42
-0.1519352900	3.44
-0.1091079000	3.46
-0.1182852000	3.48
-0.0777011340	3.50
-0.0570012300	3.52
-0.0219235490	3.54
-0.0128482200	3.56
-0.0687277790	3.58
-0.0330382800	3.60
-0.0343638900	3.62
-0.0111147290	3.64
0.0017334900	3.66
0.0304890290	3.68
0.0497613570	3.70
0.0619977570	3.72
0.0226373400	3.74
-0.0032630399	3.76
-0.0249826490	3.78
0.0078516895	3.80
0.0215156700	3.82
0.0579189570	3.84
0.0842272160	3.86
0.1233837000	3.88
0.1509155900	3.90
0.1774277900	3.92
0.0429293670	3.94
0.0029571300	3.96
0.0264102290	3.98
0.0298772080	4.00
-0.0056083498	4.02
-0.0149895890	4.04
0.0145817100	4.06
0.0210058200	4.08
0.0508830300	4.10
0.0657706480	4.12
0.0975852840	4.14
0.1152261000	4.16
0.1478564900	4.18
0.1662110900	4.20
0.1988414900	4.22
0.1896641900	4.24
0.2019005900	4.26
0.1804868900	4.28
0.1274625000	4.30
-0.1233837000	4.32
-0.0552677390	4.34
-0.0391564800	4.36
-0.0317126690	4.38
-0.1142064000	4.40
-0.1692701900	4.42
-0.2508461900	4.44
-0.2069990900	4.46
-0.1876247900	4.48
-0.1346004000	4.50
-0.0978911970	4.52
-0.0331402490	4.54
0.0157033790	4.56
0.0832075160	4.58
0.1346004000	4.60
0.1855853900	4.62
-0.0059142600	4.64
-0.0172329290	4.66
0.0290614490	4.68
0.0455805890	4.70
0.1002365100	4.72
0.1447973900	4.74
0.1886444900	4.76
0.2508461900	4.78
0.1723292900	4.80
-0.1407186000	4.82
-0.1018680300	4.84
-0.1111473000	4.86
-0.0924867840	4.88
-0.0478239300	4.90
-0.1274625000	4.92
-0.2151566900	4.94
-0.1651913900	4.96
-0.1723292900	4.98
-0.1335807000	5.00
-0.1131867000	5.02
-0.0788228100	5.04
-0.0520046980	5.06
-0.0554716800	5.08
-0.1223640000	5.10
-0.1233837000	5.12
-0.1182852000	5.14
-0.1172655000	5.16
-0.0731124840	5.18
-0.0556756170	5.20
0.0065260799	5.22
-0.0819838790	5.24
-0.1662110900	5.26
-0.0875922290	5.28
-0.0979931650	5.30
-0.0403801170	5.32
-0.0149895890	5.34
0.0325284280	5.36
0.0660765610	5.38
0.0893257150	5.40
0.0481298390	5.42
0.0201900590	5.44
-0.0027531900	5.46
0.0297752400	5.48
0.0453766480	5.50
0.0800464470	5.52
0.1050291000	5.54
0.1376595000	5.56
0.1641716900	5.58
0.1896641900	5.60
0.1305216000	5.62
0.0652607980	5.64
0.0208018790	5.66
0.0320185790	5.68
0.0380348080	5.70
0.0505771170	5.72
0.0239629490	5.74
-0.0085654793	5.76
-0.0171309590	5.78
-0.0115226100	5.80
-0.0233511290	5.82
-0.0252885580	5.84
-0.0160092890	5.86
-0.0070359299	5.88
0.0149895890	5.90
0.0386466300	5.92
0.0590406300	5.94
0.0260023490	5.96
-0.0041807698	5.98
-0.0436431580	6.00
-0.0135620100	6.02
0.0096871497	6.04
0.0234530990	6.06
-0.0131541290	6.08
-0.0050984998	6.10
0.0081575997	6.12
0.0214136990	6.14
0.0387485990	6.16
0.0520046980	6.18
0.0160092890	6.20
-0.0032630399	6.22
-0.0113186700	6.24
0.0005098500	6.26
0.0077497196	6.28
0.0035689499	6.30
-0.0096871497	6.32
-0.0036709198	6.34
-0.0016315200	6.36
0.0038748598	6.38
0.0086674497	6.40
-0.0057103197	6.42
-0.0309988790	6.44
-0.0429293670	6.46
-0.0248806790	6.48
-0.0240649200	6.50
-0.0180486900	6.52
-0.0131541290	6.54
-0.0018354599	6.56
0.0206999090	6.58
-0.0110127600	6.60
-0.0092792701	6.62
-0.0034669800	6.64
-0.0108088200	6.66
-0.0113186700	6.68
-0.0100950290	6.70
-0.0002039400	6.72
0.0074438099	6.74
0.0239629490	6.76
0.0361993490	6.78
0.0718888480	6.80
0.0794346290	6.82
0.0187624790	6.84
-0.0268181080	6.86
-0.0126442790	6.88
-0.0042827397	6.90
0.0162132290	6.92
0.0048945600	6.94
-0.0223314290	6.96
-0.0476199890	6.98
-0.0436431580	7.00
-0.0220255200	7.02
-0.0043847100	7.04
0.0162132290	7.06
0.0326303990	7.08
0.0427254300	7.10
0.0125423100	7.12
-0.0163151990	7.14
-0.0208018790	7.16
-0.0083615395	7.18
-0.0210058200	7.20
-0.0139698890	7.22
-0.0056083498	7.24
0.0054044100	7.26
0.0136639790	7.28
0.0271240190	7.30
0.0236570400	7.32
0.0080556298	7.34
-0.0008157600	7.36
0.0203939990	7.38
0.0443569480	7.40
0.0501692390	7.42
0.0194762700	7.44
0.0093812395	7.46
-0.0022433400	7.48
-0.0021413698	7.50
0.0053024396	7.52
0.0094832099	7.54
0.0260023490	7.56
0.0375249580	7.58
0.0535342480	7.60
0.0551657670	7.62
0.0433372480	7.64
0.0405840580	7.66
0.0570012300	7.68
0.0770893160	7.70
0.0372190490	7.72
0.0419096670	7.74
0.0099930598	7.76
-0.0208018790	7.78
-0.0253905290	7.80
-0.0412978490	7.82
-0.0421136080	7.84
-0.0480278670	7.86
-0.0441530080	7.88
-0.0467022580	7.90
-0.0058122896	7.92
0.0181506590	7.94
-0.0212097580	7.96
-0.0501692390	7.98
-0.0540440980	8.00
-0.0369131390	8.02
